JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460418.888738,9.004,0.041,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.555|CMAGINS=18.906|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.840|KREFMAG= 6.488|KREFERR= 0.012,0,1.070,Z,18.906,17.840,,PNV J17261813-3809354,VVS,STD,,,,
2460418.888819,8.900,0.036,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.453|CMAGINS=18.908|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.841|KREFMAG= 6.488|KREFERR= 0.012,0,1.070,Z,18.908,17.841,,PNV J17261813-3809354,VVS,STD,,,,
2460418.888924,12.856,0.048,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.802|CMAGINS=17.370|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.528|KREFMAG= 9.116|KREFERR= 0.006,0,1.071,Z,17.370,16.528,,PNV J17261813-3809354,VVS,STD,,,,
2460418.888993,12.825,0.048,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.782|CMAGINS=17.382|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.552|KREFMAG= 9.116|KREFERR= 0.006,0,1.071,Z,17.382,16.552,,PNV J17261813-3809354,VVS,STD,,,,
2460418.889155,13.999,0.023,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.001|CMAGINS=16.131|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.522|KREFMAG=10.052|KREFERR= 0.003,0,1.071,Z,16.131,15.522,,PNV J17261813-3809354,VVS,STD,,,,
2460418.889317,14.001,0.023,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.999|CMAGINS=16.127|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.517|KREFMAG=10.052|KREFERR= 0.003,0,1.071,Z,16.127,15.517,,PNV J17261813-3809354,VVS,STD,,,,
2460418.889468,10.097,0.013,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.188|CMAGINS=17.439|CREFMAG= 8.349|CREFERR= 0.006|KMAGINS=16.452|KREFMAG= 7.750|KREFERR= 0.006,0,1.071,Z,17.439,16.452,,PNV J17261813-3809354,VVS,STD,,,,
2460418.889537,10.096,0.013,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.178|CMAGINS=17.430|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.460|KREFMAG= 7.750|KREFERR= 0.006,0,1.072,Z,17.430,16.460,,PNV J17261813-3809354,VVS,STD,,,,
2460419.38494,11.697,0.010,,V,PEX,,000-BPV-402,000-BPV-401,X36483DGN,|CDEC=-38.15527|CMAGINS=-7.771|CRA=261.52822|CREFERR=0.021|CREFMAG=11.521|CX=1.2706|KDEC=-38.11007|KMAGINS=-7.162|KMAGSTD=12.130|KMAGTRAN=12.134|KRA=261.55767|KREFERR=0.044|KREFMAG=12.141|KX=1.2704|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P482_PEX_AUTO|TAVER=2.60|TV_BV=-0.0440|TV_BVERR=0.0170|VERR=0.010|VMAGINS=-7.571|VMAGSTD=11.721|VX=1.2700,1,1.048,Z,-7.771,-7.162,,V1723 SCO,AAVSO,STD,0116,,,
2460419.38531,11.724,0.010,,V,PEX,,000-BPV-402,000-BPV-401,X36483DGN,|CDEC=-38.15527|CMAGINS=-7.777|CRA=261.52822|CREFERR=0.021|CREFMAG=11.521|CX=1.2724|KDEC=-38.11007|KMAGINS=-7.136|KMAGSTD=12.162|KMAGTRAN=12.167|KRA=261.55767|KREFERR=0.044|KREFMAG=12.141|KX=1.2722|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P482_PEX_AUTO|TAVER=2.60|TV_BV=-0.0440|TV_BVERR=0.0170|VERR=0.010|VMAGINS=-7.550|VMAGSTD=11.748|VX=1.2718,1,1.049,Z,-7.777,-7.136,,V1723 SCO,AAVSO,STD,0117,,,
2460419.38569,11.744,0.011,,V,PEX,,000-BPV-402,000-BPV-401,X36483DGN,|CDEC=-38.15527|CMAGINS=-7.760|CRA=261.52822|CREFERR=0.021|CREFMAG=11.521|CX=1.2742|KDEC=-38.11007|KMAGINS=-7.158|KMAGSTD=12.123|KMAGTRAN=12.127|KRA=261.55767|KREFERR=0.044|KREFMAG=12.141|KX=1.2740|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P482_PEX_AUTO|TAVER=2.60|TV_BV=-0.0440|TV_BVERR=0.0170|VERR=0.011|VMAGINS=-7.514|VMAGSTD=11.767|VX=1.2736,1,1.049,Z,-7.760,-7.158,,V1723 SCO,AAVSO,STD,0118,,,
2460419.38624,12.836,0.011,,B,PEX,,000-BPV-402,000-BPV-401,X36483DGN,|CDEC=-38.15527|CMAGINS=-7.395|CRA=261.52822|CREFERR=0.104|CREFMAG=12.104|CX=1.2769|KDEC=-38.11007|KMAGINS=-6.867|KMAGSTD=12.632|KMAGTRAN=12.634|KRA=261.55767|KREFERR=0.099|KREFMAG=12.652|KX=1.2767|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P482_PEX_AUTO|TAVER=2.60|TB_BV=-0.0230|TB_BVERR=0.0200|VERR=0.011|VMAGINS=-6.650|VMAGSTD=12.849|VX=1.2762,1,1.050,Z,-7.395,-6.867,,V1723 SCO,AAVSO,STD,0116,,,
2460419.38684,12.862,0.012,,B,PEX,,000-BPV-402,000-BPV-401,X36483DGN,|CDEC=-38.15527|CMAGINS=-7.384|CRA=261.52822|CREFERR=0.104|CREFMAG=12.104|CX=1.2798|KDEC=-38.11007|KMAGINS=-6.863|KMAGSTD=12.625|KMAGTRAN=12.628|KRA=261.55767|KREFERR=0.099|KREFMAG=12.652|KX=1.2796|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P482_PEX_AUTO|TAVER=2.60|TB_BV=-0.0230|TB_BVERR=0.0200|VERR=0.012|VMAGINS=-6.613|VMAGSTD=12.875|VX=1.2792,1,1.051,Z,-7.384,-6.863,,V1723 SCO,AAVSO,STD,0117,,,
2460419.38744,12.843,0.012,,B,PEX,,000-BPV-402,000-BPV-401,X36483DGN,|CDEC=-38.15527|CMAGINS=-7.391|CRA=261.52822|CREFERR=0.104|CREFMAG=12.104|CX=1.2828|KDEC=-38.11007|KMAGINS=-6.884|KMAGSTD=12.611|KMAGTRAN=12.613|KRA=261.55767|KREFERR=0.099|KREFMAG=12.652|KX=1.2826|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P482_PEX_AUTO|TAVER=2.60|TB_BV=-0.0230|TB_BVERR=0.0200|VERR=0.012|VMAGINS=-6.640|VMAGSTD=12.855|VX=1.2821,1,1.052,Z,-7.391,-6.884,,V1723 SCO,AAVSO,STD,0118,,,
2460419.38911,9.329,0.007,,I,PEX,,000-BPV-402,000-BPV-401,X36483DGN,|CDEC=-38.15527|CMAGINS=-6.768|CRA=261.52822|CREFERR=0.301|CREFMAG=10.506|CX=1.2911|KDEC=-38.11007|KMAGINS=-6.006|KMAGSTD=11.268|KMAGTRAN=11.275|KRA=261.55767|KREFERR=0.295|KREFMAG=11.243|KX=1.2909|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P482_PEX_AUTO|TAVER=2.60|TI_VI=-0.0450|TI_VIERR=0.0180|VERR=0.007|VMAGINS=-7.884|VMAGSTD=9.390|VX=1.2905,1,1.055,Z,-6.768,-6.006,,V1723 SCO,AAVSO,STD,0116,,,
2460419.38948,9.349,0.007,,I,PEX,,000-BPV-402,000-BPV-401,X36483DGN,|CDEC=-38.15527|CMAGINS=-6.762|CRA=261.52822|CREFERR=0.301|CREFMAG=10.506|CX=1.2930|KDEC=-38.11007|KMAGINS=-5.990|KMAGSTD=11.278|KMAGTRAN=11.284|KRA=261.55767|KREFERR=0.295|KREFMAG=11.243|KX=1.2928|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P482_PEX_AUTO|TAVER=2.60|TI_VI=-0.0450|TI_VIERR=0.0180|VERR=0.007|VMAGINS=-7.858|VMAGSTD=9.410|VX=1.2923,1,1.055,Z,-6.762,-5.990,,V1723 SCO,AAVSO,STD,0117,,,
2460419.38985,9.381,0.007,,I,PEX,,000-BPV-402,000-BPV-401,X36483DGN,|CDEC=-38.15527|CMAGINS=-6.787|CRA=261.52822|CREFERR=0.301|CREFMAG=10.506|CX=1.2949|KDEC=-38.11007|KMAGINS=-6.041|KMAGSTD=11.252|KMAGTRAN=11.259|KRA=261.55767|KREFERR=0.295|KREFMAG=11.243|KX=1.2947|OBSERVAT=BSM_BERRY|PROJNAME=AAVSO_P482_PEX_AUTO|TAVER=2.60|TI_VI=-0.0450|TI_VIERR=0.0180|VERR=0.007|VMAGINS=-7.851|VMAGSTD=9.442|VX=1.2942,1,1.056,Z,-6.787,-6.041,,V1723 SCO,AAVSO,STD,0118,,,
2460419.63958,12.0,,,Vis.,JNCA,B,115,122,Sky Safari 4 Pro,REFLECTOR NEWTON 180 MM F7 ,,,Z,,,,V1723 Sco,CASP,STD,,,,
2460419.783831,12.119,"0,01",,V,CCT,,,,X36127AQA,,0,,Z,11.5,,,V1723 SCO,REA,STD,,,,
2460419.888773,8.943,0.039,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.545|CMAGINS=18.957|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.849|KREFMAG= 6.488|KREFERR= 0.012,0,1.075,Z,18.957,17.849,,PNV J17261813-3809354,VVS,STD,,,,
2460419.888854,8.961,0.039,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.524|CMAGINS=18.918|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.834|KREFMAG= 6.488|KREFERR= 0.012,0,1.075,Z,18.918,17.834,,PNV J17261813-3809354,VVS,STD,,,,
2460419.888958,12.893,0.051,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.857|CMAGINS=17.388|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.547|KREFMAG= 9.116|KREFERR= 0.006,0,1.075,Z,17.388,16.547,,PNV J17261813-3809354,VVS,STD,,,,
2460419.889039,12.909,0.048,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.854|CMAGINS=17.369|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.563|KREFMAG= 9.116|KREFERR= 0.006,0,1.075,Z,17.369,16.563,,PNV J17261813-3809354,VVS,STD,,,,
2460419.889190,13.972,0.024,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.983|CMAGINS=16.141|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.526|KREFMAG=10.052|KREFERR= 0.003,0,1.075,Z,16.141,15.526,,PNV J17261813-3809354,VVS,STD,,,,
2460419.889352,13.981,0.024,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.002|CMAGINS=16.150|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.537|KREFMAG=10.052|KREFERR= 0.003,0,1.076,Z,16.150,15.537,,PNV J17261813-3809354,VVS,STD,,,,
2460419.889514,10.116,0.014,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.196|CMAGINS=17.429|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.466|KREFMAG= 7.750|KREFERR= 0.006,0,1.076,Z,17.429,16.466,,PNV J17261813-3809354,VVS,STD,,,,
2460419.889583,10.102,0.014,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.197|CMAGINS=17.444|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.464|KREFMAG= 7.750|KREFERR= 0.006,0,1.076,Z,17.444,16.464,,PNV J17261813-3809354,VVS,STD,,,,
2460420.889444,8.920,0.038,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.532|CMAGINS=18.967|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.888|KREFMAG= 6.488|KREFERR= 0.012,0,1.080,Z,18.967,17.888,,PNV J17261813-3809354,VVS,STD,,,,
2460420.889525,8.890,0.037,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.488|CMAGINS=18.953|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.854|KREFMAG= 6.488|KREFERR= 0.012,0,1.080,Z,18.953,17.854,,PNV J17261813-3809354,VVS,STD,,,,
2460420.889630,12.831,0.048,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.833|CMAGINS=17.426|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.580|KREFMAG= 9.116|KREFERR= 0.006,0,1.081,Z,17.426,16.580,,PNV J17261813-3809354,VVS,STD,,,,
2460420.889711,12.869,0.049,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.859|CMAGINS=17.415|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.585|KREFMAG= 9.116|KREFERR= 0.006,0,1.081,Z,17.415,16.585,,PNV J17261813-3809354,VVS,STD,,,,
2460420.889861,14.006,0.026,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.058|CMAGINS=16.181|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.585|KREFMAG=10.052|KREFERR= 0.003,0,1.081,Z,16.181,15.585,,PNV J17261813-3809354,VVS,STD,,,,
2460420.890023,14.027,0.026,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.072|CMAGINS=16.174|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.569|KREFMAG=10.052|KREFERR= 0.003,0,1.081,Z,16.174,15.569,,PNV J17261813-3809354,VVS,STD,,,,
2460420.890174,10.109,0.014,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.209|CMAGINS=17.449|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.473|KREFMAG= 7.750|KREFERR= 0.006,0,1.082,Z,17.449,16.473,,PNV J17261813-3809354,VVS,STD,,,,
2460420.890255,10.118,0.014,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.215|CMAGINS=17.445|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.489|KREFMAG= 7.750|KREFERR= 0.006,0,1.082,Z,17.445,16.489,,PNV J17261813-3809354,VVS,STD,,,,
2460421.889468,9.011,0.042,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.689|CMAGINS=19.033|CREFMAG= 7.355|CREFERR= 0.016|KMAGINS=17.936|KREFMAG= 6.488|KREFERR= 0.013,0,1.085,Z,19.033,17.936,,PNV J17261813-3809354,VVS,STD,,,,
2460421.889537,8.953,0.044,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.627|CMAGINS=19.029|CREFMAG= 7.355|CREFERR= 0.016|KMAGINS=17.933|KREFMAG= 6.488|KREFERR= 0.013,0,1.085,Z,19.029,17.933,,PNV J17261813-3809354,VVS,STD,,,,
2460421.889653,12.879,0.057,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.991|CMAGINS=17.536|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.686|KREFMAG= 9.116|KREFERR= 0.006,0,1.085,Z,17.536,16.686,,PNV J17261813-3809354,VVS,STD,,,,
2460421.889722,12.913,0.057,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.996|CMAGINS=17.506|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.682|KREFMAG= 9.116|KREFERR= 0.006,0,1.086,Z,17.506,16.682,,PNV J17261813-3809354,VVS,STD,,,,
2460421.889884,13.966,0.027,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.167|CMAGINS=16.329|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.712|KREFMAG=10.052|KREFERR= 0.003,0,1.086,Z,16.329,15.712,,PNV J17261813-3809354,VVS,STD,,,,
2460421.890046,14.035,0.030,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.254|CMAGINS=16.348|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.737|KREFMAG=10.052|KREFERR= 0.004,0,1.086,Z,16.348,15.737,,PNV J17261813-3809354,VVS,STD,,,,
2460421.890197,10.133,0.014,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.328|CMAGINS=17.543|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.573|KREFMAG= 7.750|KREFERR= 0.006,0,1.086,Z,17.543,16.573,,PNV J17261813-3809354,VVS,STD,,,,
2460421.890278,10.147,0.016,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.344|CMAGINS=17.547|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.574|KREFMAG= 7.750|KREFERR= 0.006,0,1.087,Z,17.547,16.574,,PNV J17261813-3809354,VVS,STD,,,,
2460422.041958,12.13,0.03,,V,NLX,,Ensemble,127,X36229AEA,Mag ave 3 measures. PSF removal of nearby star,0,1.78,Z,,12.74,,V1723 Sco,AAVSO,STD,,,,
2460422.044912,12.97,0.02,,B,NLX,,Ensemble,127,X36229AEA,Mag ave 3 measures PSF removal of nearby star,0,1.78,Z,,13.21,,V1723 Sco,AAVSO,STD,,,,
2460422.775336,12.171,"0,01",,V,CCT,,,,X36127AQA,,0,,Z,11.5,,,V1723 SCO,REA,STD,,,,
2460422.889375,8.968,0.040,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.569|CMAGINS=18.956|CREFMAG= 7.355|CREFERR= 0.016|KMAGINS=17.862|KREFMAG= 6.488|KREFERR= 0.013,0,1.090,Z,18.956,17.862,,PNV J17261813-3809354,VVS,STD,,,,
2460422.889456,8.987,0.042,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.600|CMAGINS=18.968|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.860|KREFMAG= 6.488|KREFERR= 0.012,0,1.090,Z,18.968,17.860,,PNV J17261813-3809354,VVS,STD,,,,
2460422.889560,12.907,0.053,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.895|CMAGINS=17.412|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.569|KREFMAG= 9.116|KREFERR= 0.006,0,1.090,Z,17.412,16.569,,PNV J17261813-3809354,VVS,STD,,,,
2460422.889641,12.984,0.054,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.973|CMAGINS=17.412|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.576|KREFMAG= 9.116|KREFERR= 0.006,0,1.091,Z,17.412,16.576,,PNV J17261813-3809354,VVS,STD,,,,
2460422.889792,14.010,0.024,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.047|CMAGINS=16.166|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.554|KREFMAG=10.052|KREFERR= 0.003,0,1.091,Z,16.166,15.554,,PNV J17261813-3809354,VVS,STD,,,,
2460422.889954,13.964,0.024,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.999|CMAGINS=16.164|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.552|KREFMAG=10.052|KREFERR= 0.003,0,1.091,Z,16.164,15.552,,PNV J17261813-3809354,VVS,STD,,,,
2460422.890104,10.115,0.014,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.220|CMAGINS=17.454|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.483|KREFMAG= 7.750|KREFERR= 0.006,0,1.092,Z,17.454,16.483,,PNV J17261813-3809354,VVS,STD,,,,
2460422.890185,10.139,0.014,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.234|CMAGINS=17.443|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.469|KREFMAG= 7.750|KREFERR= 0.006,0,1.092,Z,17.443,16.469,,PNV J17261813-3809354,VVS,STD,,,,
2460423.092666,12.14,0.02,,V,NLX,,Ensemble,127,X36229AEA,Mag ave 3 measures PSF removal of nearby star,0,1.34,Z,,12.72,,V1723 Sco,AAVSO,STD,,,,
2460423.095700,12.97,0.02,,B,NLX,,Ensemble,127,X36229AEA,Mag ave 3 measures PSF removal nearby star,0,1.32,Z,,13.24,,V1723 Sco,AAVSO,STD,,,,
2460423.889363,9.042,0.042,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.604|CMAGINS=18.917|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.852|KREFMAG= 6.488|KREFERR= 0.012,0,1.096,Z,18.917,17.852,,PNV J17261813-3809354,VVS,STD,,,,
2460423.889444,9.043,0.040,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.584|CMAGINS=18.896|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.839|KREFMAG= 6.488|KREFERR= 0.012,0,1.096,Z,18.896,17.839,,PNV J17261813-3809354,VVS,STD,,,,
2460423.889549,12.953,0.054,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.910|CMAGINS=17.381|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.545|KREFMAG= 9.116|KREFERR= 0.006,0,1.096,Z,17.381,16.545,,PNV J17261813-3809354,VVS,STD,,,,
2460423.889630,12.917,0.050,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.881|CMAGINS=17.388|CREFMAG= 9.424|CREFERR= 0.006|KMAGINS=16.543|KREFMAG= 9.116|KREFERR= 0.006,0,1.096,Z,17.388,16.543,,PNV J17261813-3809354,VVS,STD,,,,
2460423.889780,14.021,0.025,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.038|CMAGINS=16.146|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.539|KREFMAG=10.052|KREFERR= 0.003,0,1.096,Z,16.146,15.539,,PNV J17261813-3809354,VVS,STD,,,,
2460423.889942,14.025,0.026,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.043|CMAGINS=16.147|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.542|KREFMAG=10.052|KREFERR= 0.003,0,1.097,Z,16.147,15.542,,PNV J17261813-3809354,VVS,STD,,,,
2460423.890093,10.213,0.015,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.293|CMAGINS=17.429|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.461|KREFMAG= 7.750|KREFERR= 0.006,0,1.097,Z,17.429,16.461,,PNV J17261813-3809354,VVS,STD,,,,
2460423.890174,10.200,0.014,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.285|CMAGINS=17.434|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.447|KREFMAG= 7.750|KREFERR= 0.006,0,1.097,Z,17.434,16.447,,PNV J17261813-3809354,VVS,STD,,,,
2460424.87963,12.027,0.174,,V,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-6.789,0,1.033,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460424.88056,10.007,0.093,,R,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-8.727,0,1.034,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460424.88124,9.698,0.217,,I,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-7.894,0,1.035,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460424.890093,9.049,0.042,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.613|CMAGINS=18.919|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.859|KREFMAG= 6.488|KREFERR= 0.012,0,1.103,Z,18.919,17.859,,PNV J17261813-3809354,VVS,STD,,,,
2460424.890162,8.992,0.042,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.562|CMAGINS=18.924|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.851|KREFMAG= 6.488|KREFERR= 0.012,0,1.103,Z,18.924,17.851,,PNV J17261813-3809354,VVS,STD,,,,
2460424.890278,12.823,0.046,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.799|CMAGINS=17.400|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.559|KREFMAG= 9.116|KREFERR= 0.006,0,1.103,Z,17.400,16.559,,PNV J17261813-3809354,VVS,STD,,,,
2460424.890347,12.875,0.050,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.842|CMAGINS=17.392|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.571|KREFMAG= 9.116|KREFERR= 0.006,0,1.103,Z,17.392,16.571,,PNV J17261813-3809354,VVS,STD,,,,
2460424.890498,13.991,0.028,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.021|CMAGINS=16.160|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.550|KREFMAG=10.052|KREFERR= 0.003,0,1.104,Z,16.160,15.550,,PNV J17261813-3809354,VVS,STD,,,,
2460424.890671,13.978,0.026,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.008|CMAGINS=16.159|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.545|KREFMAG=10.052|KREFERR= 0.003,0,1.104,Z,16.159,15.545,,PNV J17261813-3809354,VVS,STD,,,,
2460424.890822,10.180,0.015,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.275|CMAGINS=17.444|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.468|KREFMAG= 7.750|KREFERR= 0.006,0,1.104,Z,17.444,16.468,,PNV J17261813-3809354,VVS,STD,,,,
2460424.890891,10.184,0.015,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.287|CMAGINS=17.453|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.463|KREFMAG= 7.750|KREFERR= 0.006,0,1.105,Z,17.453,16.463,,PNV J17261813-3809354,VVS,STD,,,,
2460425.890093,9.034,0.041,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.610|CMAGINS=18.931|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.848|KREFMAG= 6.488|KREFERR= 0.012,0,1.109,Z,18.931,17.848,,PNV J17261813-3809354,VVS,STD,,,,
2460425.890162,9.181,0.046,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.735|CMAGINS=18.909|CREFMAG= 7.355|CREFERR= 0.014|KMAGINS=17.857|KREFMAG= 6.488|KREFERR= 0.012,0,1.109,Z,18.909,17.857,,PNV J17261813-3809354,VVS,STD,,,,
