JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2460425.890266,12.888,0.050,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.879|CMAGINS=17.415|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.556|KREFMAG= 9.116|KREFERR= 0.006,0,1.109,Z,17.415,16.556,,PNV J17261813-3809354,VVS,STD,,,,
2460425.890347,12.801,0.048,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.762|CMAGINS=17.385|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.559|KREFMAG= 9.116|KREFERR= 0.006,0,1.109,Z,17.385,16.559,,PNV J17261813-3809354,VVS,STD,,,,
2460425.890498,13.978,0.026,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.012|CMAGINS=16.163|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.545|KREFMAG=10.052|KREFERR= 0.003,0,1.110,Z,16.163,15.545,,PNV J17261813-3809354,VVS,STD,,,,
2460425.890660,13.965,0.027,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.993|CMAGINS=16.157|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.544|KREFMAG=10.052|KREFERR= 0.003,0,1.110,Z,16.157,15.544,,PNV J17261813-3809354,VVS,STD,,,,
2460425.890810,10.192,0.015,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.284|CMAGINS=17.440|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.456|KREFMAG= 7.750|KREFERR= 0.006,0,1.111,Z,17.440,16.456,,PNV J17261813-3809354,VVS,STD,,,,
2460425.890891,10.198,0.015,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.288|CMAGINS=17.439|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.480|KREFMAG= 7.750|KREFERR= 0.006,0,1.111,Z,17.439,16.480,,PNV J17261813-3809354,VVS,STD,,,,
2460426.890104,9.091,0.042,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.632|CMAGINS=18.896|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.845|KREFMAG= 6.488|KREFERR= 0.012,0,1.115,Z,18.896,17.845,,PNV J17261813-3809354,VVS,STD,,,,
2460426.890185,9.133,0.045,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.688|CMAGINS=18.910|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.840|KREFMAG= 6.488|KREFERR= 0.012,0,1.116,Z,18.910,17.840,,PNV J17261813-3809354,VVS,STD,,,,
2460426.890289,12.907,0.055,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.882|CMAGINS=17.399|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.550|KREFMAG= 9.116|KREFERR= 0.006,0,1.116,Z,17.399,16.550,,PNV J17261813-3809354,VVS,STD,,,,
2460426.890370,13.003,0.058,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.967|CMAGINS=17.389|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.564|KREFMAG= 9.116|KREFERR= 0.006,0,1.116,Z,17.389,16.564,,PNV J17261813-3809354,VVS,STD,,,,
2460426.890521,13.983,0.028,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.014|CMAGINS=16.160|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.562|KREFMAG=10.052|KREFERR= 0.003,0,1.116,Z,16.160,15.562,,PNV J17261813-3809354,VVS,STD,,,,
2460426.890683,13.980,0.028,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.012|CMAGINS=16.161|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.576|KREFMAG=10.052|KREFERR= 0.003,0,1.117,Z,16.161,15.576,,PNV J17261813-3809354,VVS,STD,,,,
2460426.890833,10.202,0.016,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.307|CMAGINS=17.453|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.466|KREFMAG= 7.750|KREFERR= 0.006,0,1.117,Z,17.453,16.466,,PNV J17261813-3809354,VVS,STD,,,,
2460426.890914,10.197,0.015,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.297|CMAGINS=17.448|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.463|KREFMAG= 7.750|KREFERR= 0.006,0,1.117,Z,17.448,16.463,,PNV J17261813-3809354,VVS,STD,,,,
2460427.890787,9.109,0.046,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  7.355  K =  6.488,0,1.124,Z,18.926,17.853,,PNV J17261813-3809354,VVS,STD,,,,
2460427.890868,9.180,0.048,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  7.355  K =  6.488,0,1.124,Z,18.932,17.856,,PNV J17261813-3809354,VVS,STD,,,,
2460427.890972,12.995,0.057,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  9.424  K =  9.116,0,1.124,Z,17.409,16.563,,PNV J17261813-3809354,VVS,STD,,,,
2460427.891042,13.011,0.060,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  9.424  K =  9.116,0,1.124,Z,17.405,16.564,,PNV J17261813-3809354,VVS,STD,,,,
2460427.891204,14.097,0.030,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C = 10.129  K = 10.052,0,1.125,Z,16.177,15.564,,PNV J17261813-3809354,VVS,STD,,,,
2460427.891366,14.110,0.031,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C = 10.129  K = 10.052,0,1.125,Z,16.171,15.556,,PNV J17261813-3809354,VVS,STD,,,,
2460427.891528,10.285,0.016,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  8.349  K =  7.750,0,1.126,Z,17.439,16.486,,PNV J17261813-3809354,VVS,STD,,,,
2460427.891597,10.258,0.016,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  8.349  K =  7.750,0,1.126,Z,17.472,16.486,,PNV J17261813-3809354,VVS,STD,,,,
2460428.890822,9.186,0.055,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  7.355  K =  6.488,0,1.131,Z,18.996,17.912,,PNV J17261813-3809354,VVS,STD,,,,
2460428.890903,9.364,0.058,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  7.355  K =  6.488,0,1.131,Z,18.973,17.886,,PNV J17261813-3809354,VVS,STD,,,,
2460428.891007,13.120,0.068,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  9.424  K =  9.116,0,1.131,Z,17.445,16.604,,PNV J17261813-3809354,VVS,STD,,,,
2460428.891088,12.962,0.058,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  9.424  K =  9.116,0,1.132,Z,17.452,16.600,,PNV J17261813-3809354,VVS,STD,,,,
2460428.891238,14.095,0.032,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C = 10.129  K = 10.052,0,1.132,Z,16.218,15.609,,PNV J17261813-3809354,VVS,STD,,,,
2460428.891400,14.098,0.033,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C = 10.129  K = 10.052,0,1.133,Z,16.231,15.616,,PNV J17261813-3809354,VVS,STD,,,,
2460428.891551,10.283,0.017,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  8.349  K =  7.750,0,1.133,Z,17.494,16.521,,PNV J17261813-3809354,VVS,STD,,,,
2460428.891632,10.290,0.017,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  8.349  K =  7.750,0,1.133,Z,17.485,16.514,,PNV J17261813-3809354,VVS,STD,,,,
2460429.890868,9.267,0.054,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  7.355  K =  6.488,0,1.139,Z,18.977,17.889,,PNV J17261813-3809354,VVS,STD,,,,
2460429.890949,9.145,0.043,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  7.355  K =  6.488,0,1.139,Z,18.947,17.883,,PNV J17261813-3809354,VVS,STD,,,,
2460429.891053,13.063,0.065,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  9.424  K =  9.116,0,1.139,Z,17.453,16.610,,PNV J17261813-3809354,VVS,STD,,,,
2460429.891134,13.077,0.066,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  9.424  K =  9.116,0,1.139,Z,17.444,16.604,,PNV J17261813-3809354,VVS,STD,,,,
2460429.891285,14.178,0.033,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C = 10.129  K = 10.052,0,1.140,Z,16.233,15.617,,PNV J17261813-3809354,VVS,STD,,,,
2460429.891447,14.090,0.031,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C = 10.129  K = 10.052,0,1.140,Z,16.231,15.618,,PNV J17261813-3809354,VVS,STD,,,,
2460429.891609,10.347,0.018,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  8.349  K =  7.750,0,1.141,Z,17.485,16.500,,PNV J17261813-3809354,VVS,STD,,,,
2460429.891678,10.317,0.017,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  8.349  K =  7.750,0,1.141,Z,17.470,16.503,,PNV J17261813-3809354,VVS,STD,,,,
2460430.891620,9.310,0.053,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  7.355  K =  6.488,0,1.149,Z,18.942,17.859,,PNV J17261813-3809354,VVS,STD,,,,
2460430.891690,9.258,0.048,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  7.355  K =  6.488,0,1.149,Z,18.924,17.859,,PNV J17261813-3809354,VVS,STD,,,,
2460430.891806,13.031,0.058,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  9.424  K =  9.116,0,1.149,Z,17.409,16.565,,PNV J17261813-3809354,VVS,STD,,,,
2460430.891875,13.072,0.061,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  9.424  K =  9.116,0,1.149,Z,17.400,16.573,,PNV J17261813-3809354,VVS,STD,,,,
2460430.892025,14.082,0.028,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C = 10.129  K = 10.052,0,1.150,Z,16.179,15.563,,PNV J17261813-3809354,VVS,STD,,,,
2460430.892199,14.138,0.030,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C = 10.129  K = 10.052,0,1.150,Z,16.171,15.564,,PNV J17261813-3809354,VVS,STD,,,,
2460430.892350,10.321,0.016,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  8.349  K =  7.750,0,1.151,Z,17.457,16.469,,PNV J17261813-3809354,VVS,STD,,,,
2460430.892419,10.350,0.016,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  8.349  K =  7.750,0,1.151,Z,17.441,16.470,,PNV J17261813-3809354,VVS,STD,,,,
2460431.891516,9.162,0.049,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  7.355  K =  6.488,0,1.157,Z,18.953,17.866,,PNV J17261813-3809354,VVS,STD,,,,
2460431.891586,9.226,0.051,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  7.355  K =  6.488,0,1.157,Z,18.949,17.868,,PNV J17261813-3809354,VVS,STD,,,,
2460431.891701,13.142,0.069,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  9.424  K =  9.116,0,1.157,Z,17.423,16.582,,PNV J17261813-3809354,VVS,STD,,,,
2460431.891771,12.977,0.059,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  9.424  K =  9.116,0,1.157,Z,17.421,16.597,,PNV J17261813-3809354,VVS,STD,,,,
2460431.891933,14.128,0.030,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C = 10.129  K = 10.052,0,1.158,Z,16.249,15.641,,PNV J17261813-3809354,VVS,STD,,,,
2460431.892095,14.095,0.028,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C = 10.129  K = 10.052,0,1.158,Z,16.244,15.635,,PNV J17261813-3809354,VVS,STD,,,,
2460431.892245,10.335,0.017,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  8.349  K =  7.750,0,1.159,Z,17.513,16.548,,PNV J17261813-3809354,VVS,STD,,,,
2460431.892315,10.335,0.017,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  8.349  K =  7.750,0,1.159,Z,17.485,16.510,,PNV J17261813-3809354,VVS,STD,,,,
2460432.64931,12.2,,,Vis.,JNCA,B,120,122,Sky Safari 4 Pro,REFLECTOR NEWTON 180MM F7 ,,,Z,,,,V1723 Sco,CASP,STD,,,,
2460432.891493,9.303,0.052,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  7.355  K =  6.488,0,1.165,Z,18.945,17.883,,PNV J17261813-3809354,VVS,STD,,,,
2460432.891563,9.184,0.051,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  7.355  K =  6.488,0,1.165,Z,18.967,17.890,,PNV J17261813-3809354,VVS,STD,,,,
2460432.891667,13.134,0.067,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  9.424  K =  9.116,0,1.166,Z,17.457,16.611,,PNV J17261813-3809354,VVS,STD,,,,
2460432.891748,12.971,0.057,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  9.424  K =  9.116,0,1.166,Z,17.455,16.615,,PNV J17261813-3809354,VVS,STD,,,,
2460432.891898,14.191,0.029,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C = 10.129  K = 10.052,0,1.166,Z,16.249,15.637,,PNV J17261813-3809354,VVS,STD,,,,
2460432.892072,14.129,0.030,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C = 10.129  K = 10.052,0,1.167,Z,16.249,15.635,,PNV J17261813-3809354,VVS,STD,,,,
2460432.892222,10.339,0.017,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  8.349  K =  7.750,0,1.168,Z,17.496,16.525,,PNV J17261813-3809354,VVS,STD,,,,
2460432.892292,10.328,0.016,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,STANDARD MAG: C =  8.349  K =  7.750,0,1.168,Z,17.489,16.523,,PNV J17261813-3809354,VVS,STD,,,,
2460432.90073,12.329,0.060,,V,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-6.338,0,1.118,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460432.90183,10.318,0.134,,R,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-8.179,0,1.121,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460432.90270,9.864,0.185,,I,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-7.445,0,1.124,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460433.110771,12.40,0.02,,V,NLX,,Ensemble,127,X36229AEA,Mag ave 2 measures,0,1.14,Z,,12.77,,V1723 Sco,AAVSO,STD,,,,
2460433.113189,13.20,0.02,,B,NLX,,Ensemble,127,X36229AEA,Mag ave 3 measures,0,1.14,Z,,13.27,,V1723 Sco,AAVSO,STD,,,,
2460433.748611,12.348,"0,01",,V,CCT,,,,X36127AQA,,0,,Z,11.5,,,V1723 SCO,REA,STD,,,,
2460433.891516,9.246,0.053,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.948|CMAGINS=19.057|CREFMAG= 7.355|CREFERR= 0.017|KMAGINS=17.921|KREFMAG= 6.488|KREFERR= 0.013,0,1.174,Z,19.057,17.921,,PNV J17261813-3809354,VVS,STD,,,,
2460433.891586,9.273,0.055,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.968|CMAGINS=19.050|CREFMAG= 7.355|CREFERR= 0.017|KMAGINS=17.916|KREFMAG= 6.488|KREFERR= 0.013,0,1.174,Z,19.050,17.916,,PNV J17261813-3809354,VVS,STD,,,,
2460433.891701,13.292,0.080,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.367|CMAGINS=17.500|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.659|KREFMAG= 9.116|KREFERR= 0.006,0,1.175,Z,17.500,16.659,,PNV J17261813-3809354,VVS,STD,,,,
2460433.891771,13.049,0.063,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.149|CMAGINS=17.523|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.664|KREFMAG= 9.116|KREFERR= 0.006,0,1.175,Z,17.523,16.664,,PNV J17261813-3809354,VVS,STD,,,,
2460433.891921,14.176,0.033,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.361|CMAGINS=16.314|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.685|KREFMAG=10.052|KREFERR= 0.003,0,1.176,Z,16.314,15.685,,PNV J17261813-3809354,VVS,STD,,,,
2460433.892095,14.156,0.032,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.324|CMAGINS=16.298|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.671|KREFMAG=10.052|KREFERR= 0.003,0,1.176,Z,16.298,15.671,,PNV J17261813-3809354,VVS,STD,,,,
2460433.892245,10.425,0.019,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.599|CMAGINS=17.523|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.580|KREFMAG= 7.750|KREFERR= 0.006,0,1.177,Z,17.523,16.580,,PNV J17261813-3809354,VVS,STD,,,,
2460433.892315,10.402,0.019,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.587|CMAGINS=17.535|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.561|KREFMAG= 7.750|KREFERR= 0.006,0,1.177,Z,17.535,16.561,,PNV J17261813-3809354,VVS,STD,,,,
2460434.743113,12.126,"0,01",,V,CCT,,,,X36127AQA,,0,,Z,13.9,,,V1723 SCO,REA,STD,,,,
2460435.10847,13.166,0.019,,B,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-8.387|CRA=261.52763|CREFERR=0.104|CREFMAG=12.104|CX=1.6020|KDEC=-38.10998|KMAGINS=-7.852|KMAGSTD=12.639|KMAGTRAN=12.632|KRA=261.55703|KREFERR=0.099|KREFMAG=12.652|KX=1.6032|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TB_BV=0.0590|TB_BVERR=0.0330|VERR=0.019|VMAGINS=-7.339|VMAGSTD=13.152|VX=1.6032,1,1.597,Z,-8.387,-7.852,,V1723 SCO,AAVSO,STD,101,,,
2460435.10910,12.346,0.008,,V,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-9.283|CRA=261.52763|CREFERR=0.021|CREFMAG=11.521|CX=1.5960|KDEC=-38.10998|KMAGINS=-8.644|KMAGSTD=12.160|KMAGTRAN=12.163|KRA=261.55703|KREFERR=0.044|KREFMAG=12.141|KX=1.5971|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TV_BV=-0.0250|TV_BVERR=0.0210|VERR=0.008|VMAGINS=-8.452|VMAGSTD=12.352|VX=1.5972,1,1.591,Z,-9.283,-8.644,,V1723 SCO,AAVSO,STD,101,,,
2460435.10954,10.359,0.007,,R,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-9.291|CRA=261.52763|CREFERR=0.222|CREFMAG=10.996|CX=1.5918|KDEC=-38.10998|KMAGINS=-8.609|KMAGSTD=11.678|KMAGTRAN=11.675|KRA=261.55703|KREFERR=0.219|KREFMAG=11.677|KX=1.5929|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TR_VI=0.0250|TR_VIERR=0.0840|VERR=0.007|VMAGINS=-9.963|VMAGSTD=10.324|VX=1.5930,1,1.586,Z,-9.291,-8.609,,V1723 SCO,AAVSO,STD,101,,,
2460435.10999,9.920,0.020,,I,PEX,,000-BPV-402,000-BPV-401,X35907J,|CDEC=-38.15503|CMAGINS=-8.033|CRA=261.52763|CREFERR=0.301|CREFMAG=10.506|CX=1.5875|KDEC=-38.10998|KMAGINS=-7.287|KMAGSTD=11.252|KMAGTRAN=11.253|KRA=261.55703|KREFERR=0.295|KREFMAG=11.243|KX=1.5887|OBSERVAT=PERTH OBSERVATORY|TAVER=2.60|TI_VI=-0.0140|TI_VIERR=0.0310|VERR=0.020|VMAGINS=-8.599|VMAGSTD=9.940|VX=1.5887,1,1.582,Z,-8.033,-7.287,,V1723 SCO,AAVSO,STD,101,,,
2460435.1527,12.8,,,Vis.,BNK,Y,121,133,X36367TR,,,,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460435.892199,9.494,0.063,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.080|CMAGINS=18.941|CREFMAG= 7.355|CREFERR= 0.016|KMAGINS=17.871|KREFMAG= 6.488|KREFERR= 0.013,0,1.196,Z,18.941,17.871,,PNV J17261813-3809354,VVS,STD,,,,
2460435.892269,9.600,0.069,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.177|CMAGINS=18.933|CREFMAG= 7.355|CREFERR= 0.015|KMAGINS=17.838|KREFMAG= 6.488|KREFERR= 0.012,0,1.196,Z,18.933,17.838,,PNV J17261813-3809354,VVS,STD,,,,
2460435.892384,13.296,0.073,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.277|CMAGINS=17.405|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.566|KREFMAG= 9.116|KREFERR= 0.006,0,1.197,Z,17.405,16.566,,PNV J17261813-3809354,VVS,STD,,,,
2460435.892454,13.159,0.061,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.142|CMAGINS=17.407|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.558|KREFMAG= 9.116|KREFERR= 0.006,0,1.197,Z,17.407,16.558,,PNV J17261813-3809354,VVS,STD,,,,
2460435.892604,14.201,0.030,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.257|CMAGINS=16.186|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.566|KREFMAG=10.052|KREFERR= 0.003,0,1.197,Z,16.186,15.566,,PNV J17261813-3809354,VVS,STD,,,,
2460435.892766,14.200,0.030,,B,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=20.258|CMAGINS=16.187|CREFMAG=10.129|CREFERR= 0.003|KMAGINS=15.575|KREFMAG=10.052|KREFERR= 0.003,0,1.198,Z,16.187,15.575,,PNV J17261813-3809354,VVS,STD,,,,
2460435.892917,10.542,0.019,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.638|CMAGINS=17.445|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.475|KREFMAG= 7.750|KREFERR= 0.006,0,1.199,Z,17.445,16.475,,PNV J17261813-3809354,VVS,STD,,,,
2460435.892998,10.485,0.019,,R,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=19.604|CMAGINS=17.468|CREFMAG= 8.349|CREFERR= 0.007|KMAGINS=16.497|KREFMAG= 7.750|KREFERR= 0.006,0,1.199,Z,17.468,16.497,,PNV J17261813-3809354,VVS,STD,,,,
2460436.044272,12.50,0.02,,V,NLX,,Ensemble,127,X36229AEA,Mag ave 3 measures,0,1.42,Z,,12.73,,V1723 Sco,AAVSO,STD,,,,
2460436.047337,13.26,0.02,,B,NLX,,Ensemble,127,X36229AEA,Mag ave 3 measures,0,1.40,Z,,13.23,,V1723 Sco,AAVSO,STD,,,,
2460436.736632,12.497,"0,01",,V,CCT,,,,X36127AQA,,0,,Z,11.5,,,V1723 SCO,REA,STD,,,,
2460436.84845,12.500,0.118,,V,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-6.170,0,1.035,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460436.84942,10.448,0.117,,R,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-8.096,0,1.036,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460436.85013,10.128,0.242,,I,LBEC,,ENSEMBLE,,X35918AH,W88 SLOOH.COM CHILE OBSERVATORY; 0.43-M F/6.8 CORRECTED DALL-KIRKHAM|VMAGINS=-7.322,0,1.037,Z,,,,V1723 SCO,AAVSO,STD,,,,
2460436.892894,9.685,0.082,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.432|CMAGINS=19.102|CREFMAG= 7.355|CREFERR= 0.017|KMAGINS=18.032|KREFMAG= 6.488|KREFERR= 0.014,0,1.209,Z,19.102,18.032,,PNV J17261813-3809354,VVS,STD,,,,
2460436.892975,9.398,0.062,,I,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.100|CMAGINS=19.057|CREFMAG= 7.355|CREFERR= 0.016|KMAGINS=17.975|KREFMAG= 6.488|KREFERR= 0.013,0,1.209,Z,19.057,17.975,,PNV J17261813-3809354,VVS,STD,,,,
2460436.893079,13.264,0.072,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.291|CMAGINS=17.450|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.633|KREFMAG= 9.116|KREFERR= 0.006,0,1.210,Z,17.450,16.633,,PNV J17261813-3809354,VVS,STD,,,,
2460436.893148,13.193,0.079,,V,HMB,,UCAC4 260-120584,UCAC4 260-120853,,|VMAGINS=21.322|CMAGINS=17.553|CREFMAG= 9.424|CREFERR= 0.007|KMAGINS=16.707|KREFMAG= 9.116|KREFERR= 0.007,0,1.210,Z,17.553,16.707,,PNV J17261813-3809354,VVS,STD,,,,
